años_experiencia,experiencia,modalidad,formación_académica,sector,tipo_de_empleo,beneficios,Ciudad,Salario_medio,Rango_Salarial,Titulo_Habilidades
0.0,intern,Presencial,FP Superior,Servicios,Prácticas,,Alicante,7200.0,<15.000,"Auxiliar administrativo en prácticas Gestiones y trámites de facturación, organización del expediente interno, auxiliar contable, gestión documental expedientes administrativos"
,,Presencial,Ninguna,Economía y política,Jornada completa,,España,32500.0,30.000-40.000,"Jefe de Operaciones – Amazon Vendor/Seller y Marketplaces Gestión de operaciones, supply chain, gestión de inventario, forecasting, procesos logísticos, análisis de datos, Excel, ERP, BI, liderazgo, organización, gestión de equipos, orientación a resultados, optimización de procesos, inglés profesional, otros idiomas"
0.0,intern,Presencial,Ninguna,Finanzas y seguros,Temporal,,Palma de Mallorca,26400.0,22.000-30.000,"Asesor Inversionista habilidades comerciales y comunicativas, creación de cartera de clientes, mentalidad emprendedora, trabajo autónomo"
1.0,junior,Presencial,FP Superior,Finanzas y seguros,Jornada completa,,España,14304.0,<15.000,"Agente de Retención – Forex y Trading Habilidades comerciales, experiencia en ventas, retención de clientes, conocimiento en mercados financieros, trading, forex, criptomonedas, dominio de herramientas CRM y Office 365, excelentes habilidades de comunicación, persuasión y resolución de problemas"
0.0,intern,Presencial,FP Superior,Finanzas y seguros,Jornada completa,,España,18000.0,15.000-22.000,"Técnico de Operaciones Actitud positiva y colaborativa, Proactividad, Saber trabajar en equipo, Habilidades comunicativas, Capacidades resolutivas, Polivalencia, Adaptación a los cambios"
0.0,intern,Presencial,Grado Universitario,Finanzas y seguros,Jornada completa,,Madrid,15600.0,15.000-22.000,"ATENCION AL CLIENTE HIPOTECAS Estudio y análisis de viabilidad financiera, gestión y tramites bancarios, conocimientos en economía, administración de empresas, derecho y finanzas"
0.0,intern,Presencial,Ninguna,Servicios,Media jornada,,España,16200.0,15.000-22.000,"Asesor/ra energético Captación de clientes, gestión de clientes, emisión de llamadas, recepción de llamadas, venta cruzada"
0.0,intern,Hibrido,Grado Universitario,Servicios,Prácticas,,Barcelona,,,"Junior Finance and Accounting Fluidez en Checo, inglés nivel B2, habilidades interpersonales, capacidad para trabajar en equipo, comunicación oral y escrita"
2.0,junior,Remoto,FP Superior,Tecnología y telecomunicaciones,Jornada completa,,España,,,"Administrativo Contable contabilidad general, manejo avanzado de herramientas de gestión, Stripe, Holded"
0.0,intern,Hibrido,Grado Universitario,Servicios,Prácticas,,Zaragoza,,,"Business Internship - Contabilidad y Finanzas Gestión del área contable y financiera, tax compliance nacional e internacional, administración de compras, consultoría de procesos y procedimientos financieros, gestión de cuentas a pagar y cuentas a cobrar, reporting y control de gestión, centros de Servicios Compartidos y apoyo a auditoría"
0.0,junior,Hibrido,Grado Universitario,Tecnología y telecomunicaciones,Jornada completa,,España,,,"IT Financial Controller Junior Control financiero, elaboración de reporting financiero internacional, gestión de órdenes de compra, procesamiento de facturas en SAP, imputación mensual del gasto IT, colaboración con equipos globales, desarrollo y mantenimiento de dashboards financieros, gestión y optimización de procesos en SAP, manejo avanzado de Microsoft Excel, tablas dinámicas, funciones avanzadas"
0.0,intern,Hibrido,Grado Universitario,Servicios,Prácticas,,San Sebastián,,,"Beca Contabilidad y Finanzas Gestión de área contable y financiera, Tax Compliance nacional e internacional, Administración de compras, Consultoría de procesos y procedimientos financieros, Gestión de cuentas a pagar y cuentas a cobrar, Reporting y control de gestión, Centros de Servicios Compartidos"
1.0,junior,Hibrido,Ninguna,Tecnología y telecomunicaciones,Jornada completa,,España,,,"Junior Finance Analyst Power BI, datos financieros, análisis de datos, BI, análisis financiero, inglés avanzado, mentalidad analítica, curiosidad, explicación de datos, NetSuite, ERPs financieros, SQL, modelado de datos, finanzas, operaciones, consultoría"
0.0,intern,,FP Medio,Productos químicos y recursos,Media jornada,,España,,,"Administrativo/a Dominio avanzado de herramientas ofimáticas, especialmente Excel para gestión de datos, conocimiento en software de gestión (ERP) tipo JD o similar, nivel medio/alto de inglés, capacidad de organización, atención al detalle y comunicación, proactividad y capacidad de aprendizaje continuo en procesos administrativos complejos"
0.0,intern,Hibrido,Grado Universitario,Finanzas y seguros,Prácticas,,Barcelona,11520.0,<15.000,"Finance Trainee Excel, manejo de idiomas, contabilización de facturas, revisar pagos a proveedores, atención telefónica, soporte al departamento de finanzas"
3.0,senior,Hibrido,Ninguna,Transporte y Logística,Jornada completa,,Madrid,,,"Administrativo/a de finanzas dominio de ofimática nivel alto, manejo de ERP, uso avanzado de Excel, Word y herramientas administrativas, conocimiento en contabilidad y fiscalidad, interpretación de estados financieros, gestión de relaciones con proveedores, experiencia en múltiples departamentos internos"
0.0,intern,,FP Superior,Construcción,Prácticas,,España,,,"FP Prácticas - Administración y Finanzas Microsoft Office (Word, Excel, PowerPoint, Outlook), Excel avanzado, organización, atención al detalle, habilidades comunicativas, trabajo en equipo, proactividad"
0.0,intern,,FP Superior,Servicios,Jornada completa,,León,25428.0,22.000-30.000,"Administrativo/a Tareas administrativas de control documental y etiquetado, verificación de expediciones de producto final, elaboración de informes anuales de producto, gestión de reclamaciones con proveedores, realización de auditorías de calidad"
0.0,intern,,FP Superior,Comercio minorista y comercio,,,España,,,"ARQUITECTO DE INTERIORES liderazgo, comunicación, habilidades de venta, gestión de equipos, conocimientos de informática a nivel usuario"
0.0,intern,,Grado Universitario,Servicios,Prácticas,,España,,,BECARIOS PRÁCTICAS null
0.0,intern,Hibrido,Grado Universitario,Servicios,Prácticas,,Zaragoza,,,"Junior Contabilidad y Fiscalidad Gestión del área contable y financiera, tax compliance nacional e internacional, administración de compras, consultoría de procesos y procedimientos financieros, gestión de cuentas a pagar y cuentas a cobrar, reporting y control de gestión, centros de Servicios Compartidos"
0.0,junior,Remoto,FP Superior,Finanzas y seguros,Jornada completa,,España,,,"Técnico/a junior de gestión de datos Microsoft Excel, Microsoft Office, Google Workspace, Salesforce, Adobe Acrobat, inglés"
,,Remoto,FP Superior,Servicios,Jornada completa,,Madrid,,,"Administrativo/a Contable Contabilidad, facturación, manejo de herramientas informáticas, programas de gestión contable (preferentemente DelSol), Office, organización, responsabilidad, atención al detalle, habilidades comunicativas, trabajo en equipo"
0.0,intern,Hibrido,Grado Universitario,Servicios,Prácticas,,Barcelona,,,"French Team Member - Finance and Accounting Fluidez en Francés, Título universitario con especialización relevante, Habilidades interpersonales, Capacidad para trabajar en equipo, Un buen dominio del inglés (al menos nivel B2), Habilidades de comunicación oral y escrita, Compromiso con el desarrollo personal"
0.0,intern,Remoto,FP Superior,Servicios,Media jornada,,España,,,"Auxiliar administrativo/a Inglés, Francés, Tareas administrativas generales, comunicación en idiomas"
1.0,junior,Presencial,FP Superior,Servicios,Jornada completa,,Castellón de la Plana,,,"Administrativo/a Contabilidad. Organización, resolución de problemas, contabilidad, tramitación de facturas, control de documentación"
0.0,intern,,FP Superior,Servicios,Jornada completa,,Almería,,,"Administrativa/o Contabilidad, organización, atención al cliente, gestión de oficina, conocimientos en contabilidad, archivo, gestión bancaria, administrativa, fiscal y jurídica, gestión con proveedores"
0.0,junior,Hibrido,Grado Universitario,Servicios,Prácticas,,Madrid,,,"Junior Delivery Center - Madrid Análisis de operativa sospechosa, verificación y contraste de información, herramientas tecnológicas, cumplimiento con leyes de crimen financiero, procesos de remediación masiva de expedientes KYC, elaboración de informes de Diligencia Debida de clientes, inglés (B2-C1)"
0.0,intern,Hibrido,Grado Universitario,Servicios,Prácticas,,Barcelona,,,"German Team Member - Finance and Accounting Fluidez en Alemán, Título universitario con especialización relevante, Habilidades interpersonales, Capacidad para trabajar en equipo, Dominio del inglés (nivel B2), Habilidades de comunicación oral y escrita, Organización, Identificación y manejo de prioridades"
,,,FP Superior,"Salud, Farmacia y Tecnología Médica",Jornada completa,,Badajoz,,,"AUXILIAR ADMINISTRATIVO/A Dominio de herramientas ofimáticas Google Workspace (Drive, Calendar, Meet, Gmail, Chrome), Dominio en Paquete Office (Office, Word, Excel, Power Point)"
,,,FP Superior,Servicios,Temporal,,España,,,Administrativo Contabilidad empresarial
,,Presencial,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Jornada completa,,Tarragona,,,"Administrativo/a - Reus Tecnoparc Excel, Word, Power Point"
2.0,junior,,FP Superior,Servicios,Temporal,,España,27000.0,22.000-30.000,"Técnica/o de Administración y Finanzas Contabilidad, gestión de caja, revisión de pagos, gestión de impagados, conciliación bancaria, control de cobros, gestión de gastos, registro de facturas, archivo físico y digital, diseño y redacción de circuitos, conocimientos de SAP FI, conocimientos de CRM"
,,Hibrido,Grado Universitario,Internet,Jornada completa,,Barcelona,,,"Junior Project Manager I+D+i manejo del Paquete Office (Word, Excel, PowerPoint), inglés"
2.0,junior,Hibrido,Grado Universitario,Servicios,Jornada completa,,Barcelona,,,"Controller Financiero Junior Excel experto, capacidad de negociación, trabajo en equipo"
0.0,intern,Hibrido,Ninguna,Comercio minorista y comercio,Jornada completa,,Santander,,,"Administrativo/a de Facturación / Contabilidad - Barcelona MS Office (Word, Excel, PowerPoint), SAP"
0.0,intern,Hibrido,Grado Universitario,Comercio minorista y comercio,Prácticas,,Madrid,,,"Asistente de Mantenimiento - Internship Iberia Atención al detalle, habilidades organizativas, trabajo bajo presión, planificación, cumplimiento de plazos, idiomas (español e inglés, portugués valorado)"
,,Presencial,Grado Universitario,Servicios,Jornada completa,,España,31500.0,30.000-40.000,"Contable Contabilidad, facturación, bancos, seguimiento de cobros y pagos, gestión de incidencias, archivo y organización de documentación, cierres contables, colaboración con el departamento financiero, Excel, programas de contabilidad/ERP"
1.0,junior,,FP Superior,Deportes y recreación,Jornada completa,,Alicante,,,"Administrativo/a Atención al cliente, gestión de llamadas telefónicas, manejo de correspondencia y paquetería, control de salidas/entradas de vehículos de empresa, tareas administrativas básicas y facturación"
2.0,junior,Hibrido,FP Superior,Servicios,Temporal,,Barcelona,324000.0,>100.000,"Técnica/o de Administración y Finanzas Contabilidad, gestión de cobros, gestión de gastos, conocimientos del módulo FI del ERP (SAP), conocimientos de CRM, habilidades en Excel"
2.0,junior,Hibrido,Grado Universitario,Internet,Jornada completa,,Barcelona,,,"Asistente Departamento Financiero Manejo de ERP, dominio de paquete Office, capacidad para trabajar con volumen de datos, multitarea, proactividad, capacidad de coordinación con múltiples interlocutores"
0.0,intern,Hibrido,FP Medio,Comercio minorista y comercio,Jornada completa,,España,,,"Auxiliar Contable Conocimientos informáticos: nivel alto pack office (excel), trabajo en equipo, habilidades de organización"
,,,Grado Universitario,Servicios,Temporal,,España,,,"ADMINISTRATIVO/A PARA DEPARTAMENTO COMPRAS Manejo avanzado de Microsoft Office, afinidad y compromiso con la causa social, capacidad de análisis, interpretación y propuesta de soluciones"
2.0,junior,,FP Superior,Finanzas y seguros,Jornada completa,,España,,,"ADMINISTRATIVO/A Excel, conciliaciones bancarias, gestión de pagos, trabajo en equipo, formación en Administración, Finanzas, Contabilidad"
0.0,intern,Hibrido,Grado Universitario,Servicios,Prácticas,,Barcelona,,,"Finanzas y Contabilidad Junior Habilidades interpersonales, capacidad para trabajar en equipo, dominio del inglés (nivel B2), habilidades de comunicación oral y escrita, organización y planificación"
,,,Grado Universitario,Servicios,Jornada completa,,Murcia,,,"Técnico/a de Administración y Finanzas Nivel usuario avanzado de Microsoft Office (Excel, Word, etc.), Contabilidad y fiscalidad, Legislación Fiscal y Mercantil, Valorable Microsoft Dynamics Navision"
